user_id,completed_at,order_channel_category,price,quantity,category,launch_date
1801854,2017-12-01 16:43:17,other,100.0,1,Sweaters,2016-10-10 00:00:00
2585750,2017-12-11 14:33:31,organic search,100.0,1,Sweaters,2016-10-10 00:00:00
1965286,2017-05-13 12:46:32,organic search,68.0,2,SLGs,2016-11-10 00:00:00
1404950,2017-12-03 08:40:22,direct,26.0,1,Sweaters,2016-04-21 00:00:00
2605598,2017-12-16 07:57:24,direct,18.0,1,Other,2017-12-01 00:00:00
1868450,2017-10-23 18:41:52,direct,30.0,1,Knit Tops,2016-09-22 00:00:00
2601598,2017-12-15 07:26:10,other,88.0,1,Outerwear,2016-09-15 00:00:00
911003,2017-12-27 16:26:56,organic search,47.0,1,Woven Dresses,2017-07-31 00:00:00
708739,2017-06-28 04:54:01,paid,65.0,1,Bottoms,2017-06-21 00:00:00
2310078,2017-11-19 03:20:39,paid,150.0,1,Seasonal Accessories,2016-10-27 00:00:00
1446630,2017-10-31 15:21:29,paid,150.0,1,Outerwear,2017-10-31 00:00:00
1910260,2017-04-19 14:42:02,paid,88.0,1,Sweaters,2017-02-08 00:00:00
1894058,2017-05-03 20:18:55,direct,22.0,1,Knit Tops,2017-01-18 00:00:00
2120011,2017-08-07 09:15:41,direct,55.0,1,Woven Tops,2017-07-05 00:00:00
1830378,2017-12-26 10:12:21,organic search,53.0,1,Woven Tops,2017-11-16 00:00:00
2096347,2017-07-19 17:23:26,organic search,50.0,1,Knit Tops,2017-01-17 00:00:00
1590295,2016-12-19 11:32:08,organic search,28.0,1,Knit Tops,2016-01-26 00:00:00
2252869,2017-12-26 09:45:05,direct,130.0,1,Sweaters,2017-11-21 00:00:00
1600277,2016-11-25 23:36:06,direct,68.0,1,Bottoms,2016-02-09 00:00:00
2019725,2017-06-12 19:47:32,direct,80.0,1,Bags,2016-08-12 00:00:00
1801854,2017-09-24 18:52:01,direct,68.0,1,Denim,2017-09-07 00:00:00
1697157,2017-10-24 12:37:01,direct,62.0,1,Sweaters,2016-09-26 00:00:00
447732,2016-05-23 10:34:05,direct,28.0,1,Knit Tops,2016-04-21 00:00:00
2288142,2017-11-09 06:19:51,paid,100.0,1,Sweaters,2016-10-03 00:00:00
2164712,2017-08-15 07:49:32,direct,88.0,1,Outerwear,2016-09-15 00:00:00
1822203,2017-06-16 09:53:53,direct,25.0,1,Knit Tops,2017-06-13 00:00:00
1624542,2017-11-05 02:22:09,organic search,145.0,1,Footwear,2017-04-10 00:00:00
885051,2017-12-23 08:34:45,email,168.0,1,Outerwear,2017-11-06 00:00:00
2274495,2017-09-22 09:16:28,direct,115.0,1,Bags,2016-05-10 00:00:00
1483102,2017-12-18 15:52:18,direct,45.0,1,Knit Tops,2017-01-17 00:00:00
1394870,2017-04-13 21:41:32,organic search,138.0,1,Outerwear,2017-02-27 00:00:00
1666994,2017-11-28 08:23:58,email,40.0,1,Knit Tops,2017-06-13 00:00:00
1482864,2016-09-06 18:36:09,other,78.0,1,Bottoms,2016-08-30 00:00:00
1475219,2017-07-13 20:26:37,direct,88.0,1,Footwear,2017-06-05 00:00:00
1714920,2017-01-21 22:27:00,direct,65.0,1,Knit Tops,2016-09-20 00:00:00
1434422,2017-10-29 14:38:49,direct,38.0,1,Bags,2017-08-03 00:00:00
1348474,2017-09-29 21:04:43,direct,48.0,1,Bottoms,2017-05-10 00:00:00
1358683,2016-04-24 04:24:49,direct,35.0,1,Knit Tops,2016-04-21 00:00:00
2595674,2017-12-13 16:33:48,organic search,225.0,1,Outerwear,2016-10-20 00:00:00
2590812,2017-12-12 14:24:38,paid,100.0,1,Sweaters,2016-10-10 00:00:00
1392297,2016-05-01 17:50:25,paid,35.0,1,Knit Tops,2016-04-21 00:00:00
1596263,2016-11-24 22:36:22,paid,235.0,1,Footwear,2016-09-12 00:00:00
1867833,2017-04-02 00:06:09,paid,58.0,1,Bottoms,2017-03-23 00:00:00
2496870,2017-12-03 09:41:44,paid,155.0,1,Sweaters,2017-10-12 00:00:00
2306568,2017-12-10 16:39:17,paid,22.0,1,Knit Tops,2016-03-15 00:00:00
2049256,2017-10-15 11:29:36,paid,68.0,1,Denim,2017-09-07 00:00:00
1886272,2017-12-14 10:04:07,paid,55.0,1,Woven Tops,2016-12-05 00:00:00
1715152,2017-12-30 14:22:57,paid,49.0,1,Woven Tops,2016-11-29 00:00:00
1636217,2017-05-22 12:30:40,email,28.0,1,Knit Tops,2017-04-26 00:00:00
1749260,2017-11-02 08:13:11,organic search,68.0,1,Denim,2017-09-07 00:00:00
2313137,2017-09-29 16:14:54,direct,68.0,1,Denim,2017-09-07 00:00:00
1423251,2016-12-18 12:41:46,organic search,55.0,1,SLGs,2016-11-10 00:00:00
1923481,2017-06-25 11:01:33,other,28.0,1,Knit Dresses,2016-06-14 00:00:00
1389320,2016-07-06 12:28:38,organic search,40.0,1,Knit Tops,2016-07-06 00:00:00
2434059,2017-12-18 11:30:56,direct,88.0,1,Woven Tops,2016-02-25 00:00:00
1418346,2016-06-03 16:59:41,organic search,35.0,1,Knit Tops,2016-04-21 00:00:00
1957987,2017-12-26 04:31:29,direct,36.0,1,Bottoms,2016-01-13 00:00:00
1970627,2017-09-16 15:16:52,direct,32.0,1,Knit Tops,2016-07-20 00:00:00
1206927,2017-12-25 22:43:33,other,13.0,1,Knit Tops,2017-03-23 00:00:00
1339152,2016-10-23 01:32:13,direct,55.0,1,Knit Dresses,2016-04-21 00:00:00
2090159,2017-08-03 19:42:28,other,15.0,1,Knit Tops,2017-07-17 00:00:00
1419730,2017-07-10 11:21:30,email,68.0,1,Bottoms,2017-02-14 00:00:00
2234025,2017-12-03 09:08:17,direct,16.0,1,Knit Tops,2016-03-15 00:00:00
1989925,2017-05-27 10:59:44,email,22.0,1,Knit Tops,2017-01-18 00:00:00
1452074,2017-12-13 05:21:25,email,125.0,1,Outerwear,2017-09-25 00:00:00
1789867,2017-04-24 20:02:04,direct,55.0,1,Sweaters,2017-04-03 00:00:00
1705652,2017-12-16 17:45:31,paid,68.0,1,Denim,2017-09-07 00:00:00
1862381,2017-03-30 06:27:29,paid,138.0,1,Outerwear,2017-02-27 00:00:00
2310078,2017-11-07 00:04:28,paid,168.0,1,Footwear,2016-08-23 00:00:00
2202015,2017-08-27 11:35:08,paid,15.0,1,Knit Tops,2017-07-17 00:00:00
1438710,2017-05-11 09:02:29,email,54.0,1,Knit Dresses,2017-01-30 00:00:00
2199454,2017-12-01 14:50:23,direct,88.0,1,Outerwear,2016-09-15 00:00:00
1493197,2016-10-11 16:43:58,direct,55.0,1,Bottoms,2016-08-30 00:00:00
1839889,2017-03-20 09:44:10,direct,58.0,1,Shirting,2017-01-24 00:00:00
1860987,2017-11-10 10:47:40,direct,170.0,1,Footwear,2016-11-16 00:00:00
2037713,2017-06-22 13:11:00,direct,88.0,1,Footwear,2017-06-05 00:00:00
2310078,2017-11-28 06:24:24,other,100.0,1,Sweaters,2016-10-03 00:00:00
1573119,2017-11-03 14:33:56,direct,28.0,1,Knit Tops,2016-01-26 00:00:00
1679276,2017-01-07 13:28:23,other,48.0,1,Bags,2016-12-12 00:00:00
1415816,2016-09-10 03:01:17,direct,115.0,1,Bottoms,2016-03-08 00:00:00
1919798,2017-12-06 09:17:11,email,98.0,1,Sweaters,2017-11-10 00:00:00
2589409,2017-12-12 08:45:10,organic search,35.0,1,Knit Tops,2017-06-13 00:00:00
252131,2017-01-23 09:57:40,direct,41.0,1,Bottoms,2016-05-17 00:00:00
1720578,2017-10-09 17:20:52,direct,100.0,1,Sweaters,2016-10-03 00:00:00
1785425,2017-04-27 19:06:04,organic search,88.0,1,Woven Tops,2016-11-29 00:00:00
1488887,2017-04-26 16:22:22,direct,25.0,1,Knit Tops,2017-03-23 00:00:00
2170931,2017-12-08 09:49:15,other,140.0,1,Bottoms,2016-10-10 00:00:00
1592173,2017-12-15 07:29:57,organic search,22.0,1,Knit Tops,2016-07-12 00:00:00
1347512,2017-06-16 18:26:12,organic search,145.0,1,Footwear,2016-04-13 00:00:00
1383426,2016-10-06 13:57:33,direct,195.0,1,Outerwear,2016-09-19 00:00:00
1429531,2016-08-30 17:43:17,direct,65.0,1,Sweaters,2016-06-08 00:00:00
1518037,2016-10-13 07:02:04,direct,45.0,1,Knit Tops,2016-09-22 00:00:00
2189258,2017-10-23 07:12:20,organic search,68.0,1,Bottoms,2017-02-14 00:00:00
1343370,2017-06-23 09:47:41,email,38.0,1,Knit Dresses,2016-06-14 00:00:00
781180,2017-10-23 20:48:40,email,88.0,1,Woven Tops,2016-08-16 00:00:00
2461147,2017-11-24 09:54:39,paid,78.0,1,Bags,2017-03-06 00:00:00
368909,2017-10-01 12:11:54,direct,25.0,1,Knit Tops,2016-01-26 00:00:00
1909690,2017-04-18 05:52:50,other,98.0,1,Outerwear,2016-09-15 00:00:00
1402147,2017-10-19 23:02:21,direct,100.0,1,Sweaters,2016-10-03 00:00:00
2147953,2017-10-06 08:36:06,email,68.0,1,Denim,2017-09-07 00:00:00
1357864,2017-09-01 09:51:32,organic search,100.0,1,Sweaters,2016-10-10 00:00:00
208855,2017-04-14 15:42:00,direct,22.0,1,Knit Tops,2016-03-15 00:00:00
1644947,2017-12-11 07:28:03,direct,98.0,1,SLGs,2016-11-10 00:00:00
1951580,2017-05-07 12:42:23,organic search,55.0,1,Woven Tops,2016-04-21 00:00:00
2352873,2017-12-05 09:55:23,direct,68.0,1,Denim,2017-09-07 00:00:00
1999291,2017-05-30 23:07:08,organic search,125.0,1,Woven Dresses,2017-04-17 00:00:00
1714204,2017-08-21 12:30:35,direct,65.0,1,Woven Tops,2017-08-07 00:00:00
1350677,2017-02-03 08:07:58,organic search,62.0,1,Woven Dresses,2016-05-17 00:00:00
1459483,2016-12-05 08:03:35,email,115.0,2,Sweaters,2016-10-10 00:00:00
1361668,2017-12-30 11:35:54,organic search,84.0,1,Bottoms,2016-11-29 00:00:00
1982852,2017-05-21 23:42:58,other,38.0,1,Knit Dresses,2016-06-14 00:00:00
1824253,2017-09-15 08:24:48,direct,16.0,1,Knit Tops,2016-03-15 00:00:00
1864150,2017-10-13 10:36:42,direct,85.0,1,Sweaters,2016-09-06 00:00:00
1375633,2016-04-17 11:31:24,direct,18.0,1,Knit Tops,2016-03-15 00:00:00
1549303,2016-10-23 14:16:16,paid,265.0,1,Outerwear,2016-10-20 00:00:00
1467051,2016-10-04 12:17:17,paid,100.0,1,Sweaters,2016-10-03 00:00:00
1727195,2017-09-26 20:34:40,paid,88.0,1,Bottoms,2017-09-18 00:00:00
1853196,2017-07-17 14:31:04,email,15.0,1,Knit Tops,2017-07-17 00:00:00
979985,2017-05-16 14:21:23,other,68.0,1,Woven Tops,2016-08-16 00:00:00
2653888,2017-12-27 14:36:38,paid,145.0,1,Footwear,2017-04-10 00:00:00
1718312,2017-04-25 13:20:04,paid,55.0,1,Bottoms,2017-04-10 00:00:00
1576817,2016-11-10 16:14:23,paid,155.0,1,Sweaters,2016-10-10 00:00:00
695097,2016-07-26 00:11:19,paid,22.0,1,Knit Tops,2016-01-13 00:00:00
1822600,2017-03-11 11:42:00,direct,78.0,1,Bottoms,2016-08-30 00:00:00
1907940,2017-07-13 09:34:32,email,145.0,1,Footwear,2017-04-10 00:00:00
1381293,2017-12-11 07:11:17,direct,155.0,1,Footwear,2017-03-27 00:00:00
1431736,2017-04-14 11:50:20,organic search,65.0,1,Woven Tops,2016-03-17 00:00:00
1715762,2017-05-23 15:21:31,direct,55.0,1,Bottoms,2017-04-10 00:00:00
1970627,2017-12-16 17:31:17,direct,125.0,1,Outerwear,2017-11-06 00:00:00
1788166,2017-03-02 17:44:26,organic search,20.0,1,Knit Tops,2016-03-22 00:00:00
2417669,2017-12-12 21:58:36,email,20.0,1,Knit Tops,2016-03-22 00:00:00
1357416,2017-10-31 15:07:17,direct,125.0,1,Outerwear,2017-09-25 00:00:00
1638813,2017-12-08 12:55:02,organic search,235.0,1,Footwear,2016-09-12 00:00:00
252924,2016-03-17 07:14:21,email,65.0,1,Woven Tops,2016-03-17 00:00:00
1416003,2016-05-31 07:31:58,direct,115.0,1,Bags,2016-05-10 00:00:00
1369516,2017-11-01 17:57:25,other,68.0,1,Sweaters,2016-09-06 00:00:00
1777291,2017-02-22 18:51:49,direct,16.0,1,Knit Tops,2016-03-15 00:00:00
2518897,2017-11-28 03:44:02,direct,40.0,1,Woven Dresses,2017-06-21 00:00:00
1421186,2017-09-01 17:56:41,direct,18.0,1,Knit Tops,2017-08-28 00:00:00
2023042,2017-06-29 10:28:38,email,36.0,1,Sweaters,2016-10-24 00:00:00
1348410,2016-08-25 13:13:06,organic search,55.0,1,Woven Tops,2016-04-21 00:00:00
2139975,2017-08-06 11:04:55,paid,145.0,1,Footwear,2017-04-10 00:00:00
1829705,2017-03-14 18:28:36,organic search,22.0,1,Knit Tops,2016-03-22 00:00:00
1411385,2017-05-08 19:16:15,direct,68.0,1,Bottoms,2016-05-17 00:00:00
1607733,2017-12-26 06:30:32,organic search,46.0,1,Sweaters,2016-04-21 00:00:00
2415702,2017-11-03 09:25:41,other,100.0,1,Sweaters,2016-10-03 00:00:00
1356606,2017-10-14 17:01:26,direct,98.0,1,SLGs,2016-11-10 00:00:00
1416410,2017-10-19 08:06:35,direct,32.0,1,Bottoms,2016-05-19 00:00:00
1310720,2017-09-07 10:33:10,direct,128.0,1,Outerwear,2017-03-13 00:00:00
1358098,2017-11-24 18:46:46,email,50.0,1,Seasonal Accessories,2017-10-12 00:00:00
2408570,2017-11-04 06:21:03,email,88.0,1,Bottoms,2017-09-18 00:00:00
1597499,2016-11-24 17:33:31,direct,98.0,1,Sweaters,2016-11-03 00:00:00
2310078,2017-11-04 05:20:58,paid,225.0,1,Footwear,2017-01-23 00:00:00
1652669,2017-12-27 21:28:14,paid,45.0,1,Woven Dresses,2017-05-09 00:00:00
1721766,2017-09-02 16:07:58,other,235.0,1,Footwear,2016-09-12 00:00:00
1487321,2017-03-10 08:40:00,direct,65.0,1,Woven Tops,2016-08-16 00:00:00
1072181,2017-02-15 17:30:55,other,88.0,1,Woven Tops,2016-02-25 00:00:00
2642144,2017-12-26 06:57:47,organic search,12.0,1,Knit Tops,2016-03-22 00:00:00
2119431,2017-07-29 02:16:03,organic search,75.0,1,Woven Dresses,2017-05-09 00:00:00
1526454,2016-10-12 17:03:31,direct,20.0,1,Knit Tops,2016-01-26 00:00:00
2018220,2017-06-10 21:36:59,direct,48.0,1,Shirting,2016-04-28 00:00:00
1336593,2017-05-22 13:33:30,direct,55.0,1,Knit Tops,2017-02-14 00:00:00
2063270,2017-12-05 17:24:05,email,20.0,1,Knit Tops,2016-03-15 00:00:00
1608503,2016-12-05 14:24:27,direct,40.0,1,SLGs,2016-11-10 00:00:00
2261041,2017-11-01 09:43:28,email,100.0,1,Sweaters,2016-10-10 00:00:00
84970,2017-08-07 12:30:25,organic search,68.0,1,Bottoms,2017-02-14 00:00:00
2579566,2017-12-10 11:06:38,direct,75.0,1,Sweaters,2017-10-24 00:00:00
1476517,2017-12-17 08:56:38,direct,68.0,1,Bottoms,2017-02-14 00:00:00
1739088,2017-11-02 06:59:58,organic search,38.0,1,Knit Dresses,2017-05-30 00:00:00
1529291,2017-09-07 08:27:00,direct,68.0,1,Denim,2017-09-07 00:00:00
1415816,2017-12-05 21:30:12,direct,68.0,1,Denim,2017-09-07 00:00:00
2202120,2017-08-31 13:45:28,direct,88.0,1,Woven Tops,2016-11-29 00:00:00
1316623,2017-06-23 21:48:22,organic search,35.0,1,Knit Tops,2017-05-30 00:00:00
1619234,2017-07-26 15:48:15,organic search,25.0,1,Knit Dresses,2017-06-23 00:00:00
1572934,2016-11-06 13:50:04,other,38.0,1,Knit Dresses,2016-06-14 00:00:00
2392790,2017-10-25 16:04:18,organic search,15.0,1,Knit Tops,2017-07-17 00:00:00
1666068,2017-04-12 04:50:51,direct,88.0,1,Knit Dresses,2017-04-03 00:00:00
